,NAME,Total Population,"Not Hispanic, White","Not Hispanic, Black","Not Hispanic, American Indian","Not Hispanic, Asian","Not Hispanic, Native Hawaiian","Not Hispanic, Other","Not Hispanic, Two or More Races",Hispanic,Median HH Income,state,county,tract
350,"Census Tract 358, Philadelphia County, Pennsylvania",6652.0,4393.0,326.0,15.0,1323.0,0.0,174.0,183.0,238.0,62214.0,42,101,035800
351,"Census Tract 359, Philadelphia County, Pennsylvania",5352.0,3510.0,104.0,40.0,1177.0,0.0,0.0,191.0,330.0,55287.0,42,101,035900
352,"Census Tract 360, Philadelphia County, Pennsylvania",3512.0,2072.0,404.0,11.0,757.0,0.0,0.0,123.0,145.0,58068.0,42,101,036000
353,"Census Tract 361, Philadelphia County, Pennsylvania",3978.0,2360.0,1164.0,0.0,122.0,0.0,0.0,23.0,309.0,60341.0,42,101,036100
354,"Census Tract 362.01, Philadelphia County, Pennsylvania",5195.0,4236.0,244.0,0.0,0.0,0.0,6.0,152.0,557.0,62794.0,42,101,036201
355,"Census Tract 362.02, Philadelphia County, Pennsylvania",6171.0,4775.0,378.0,0.0,574.0,0.0,0.0,0.0,444.0,77740.0,42,101,036202
356,"Census Tract 362.03, Philadelphia County, Pennsylvania",4827.0,4146.0,133.0,66.0,122.0,0.0,0.0,4.0,356.0,70441.0,42,101,036203
357,"Census Tract 363.01, Philadelphia County, Pennsylvania",4351.0,2732.0,57.0,12.0,1117.0,0.0,70.0,4.0,359.0,74074.0,42,101,036301
358,"Census Tract 363.02, Philadelphia County, Pennsylvania",3607.0,2560.0,664.0,0.0,0.0,0.0,0.0,0.0,383.0,64238.0,42,101,036302
359,"Census Tract 363.03, Philadelphia County, Pennsylvania",6609.0,6266.0,63.0,0.0,110.0,0.0,0.0,37.0,133.0,96081.0,42,101,036303
360,"Census Tract 364, Philadelphia County, Pennsylvania",999.0,730.0,147.0,0.0,8.0,0.0,0.0,25.0,89.0,89792.0,42,101,036400
361,"Census Tract 365.01, Philadelphia County, Pennsylvania",4799.0,3464.0,538.0,5.0,292.0,0.0,0.0,84.0,416.0,59338.0,42,101,036501
362,"Census Tract 365.02, Philadelphia County, Pennsylvania",4341.0,3665.0,6.0,0.0,173.0,0.0,0.0,32.0,465.0,82963.0,42,101,036502
363,"Census Tract 366, Philadelphia County, Pennsylvania",2132.0,1416.0,140.0,0.0,151.0,0.0,0.0,55.0,370.0,125807.0,42,101,036600
364,"Census Tract 367, Philadelphia County, Pennsylvania",3121.0,2318.0,303.0,0.0,235.0,0.0,0.0,57.0,208.0,139514.0,42,101,036700
365,"Census Tract 369.01, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,036901
366,"Census Tract 369.02, Philadelphia County, Pennsylvania",6034.0,3263.0,886.0,30.0,1283.0,0.0,3.0,179.0,390.0,26735.0,42,101,036902
367,"Census Tract 372, Philadelphia County, Pennsylvania",4241.0,2478.0,189.0,0.0,1243.0,0.0,0.0,320.0,11.0,58275.0,42,101,037200
368,"Census Tract 373, Philadelphia County, Pennsylvania",5632.0,4372.0,329.0,0.0,265.0,0.0,0.0,15.0,651.0,81102.0,42,101,037300
369,"Census Tract 375, Philadelphia County, Pennsylvania",3727.0,1387.0,1561.0,0.0,347.0,0.0,0.0,237.0,195.0,69205.0,42,101,037500
370,"Census Tract 376, Philadelphia County, Pennsylvania",3293.0,1468.0,655.0,24.0,677.0,0.0,17.0,48.0,404.0,77358.0,42,101,037600
371,"Census Tract 377, Philadelphia County, Pennsylvania",5100.0,1726.0,2042.0,0.0,327.0,0.0,0.0,176.0,829.0,19843.0,42,101,037700
372,"Census Tract 378, Philadelphia County, Pennsylvania",2352.0,2049.0,26.0,59.0,31.0,0.0,0.0,29.0,158.0,63393.0,42,101,037800
373,"Census Tract 379, Philadelphia County, Pennsylvania",4696.0,4133.0,8.0,8.0,64.0,0.0,0.0,0.0,483.0,55652.0,42,101,037900
374,"Census Tract 380, Philadelphia County, Pennsylvania",2649.0,1296.0,216.0,0.0,43.0,0.0,128.0,1.0,965.0,46389.0,42,101,038000
375,"Census Tract 381, Philadelphia County, Pennsylvania",961.0,464.0,177.0,0.0,2.0,0.0,0.0,124.0,194.0,31825.0,42,101,038100
376,"Census Tract 382, Philadelphia County, Pennsylvania",3039.0,1464.0,697.0,7.0,59.0,0.0,0.0,58.0,754.0,35141.0,42,101,038200
377,"Census Tract 383.01, Philadelphia County, Pennsylvania",2745.0,508.0,859.0,0.0,0.0,0.0,0.0,28.0,1350.0,-666666666.0,42,101,038301
378,"Census Tract 384, Philadelphia County, Pennsylvania",2393.0,1969.0,261.0,0.0,45.0,0.0,0.0,64.0,54.0,88173.0,42,101,038400
379,"Census Tract 385, Philadelphia County, Pennsylvania",1793.0,1546.0,56.0,0.0,71.0,0.0,0.0,105.0,15.0,98750.0,42,101,038500
380,"Census Tract 386, Philadelphia County, Pennsylvania",1410.0,1087.0,220.0,0.0,51.0,0.0,4.0,10.0,38.0,136250.0,42,101,038600
381,"Census Tract 387, Philadelphia County, Pennsylvania",2742.0,2047.0,394.0,0.0,182.0,0.0,0.0,63.0,56.0,125833.0,42,101,038700
382,"Census Tract 388, Philadelphia County, Pennsylvania",3864.0,2536.0,904.0,0.0,34.0,0.0,0.0,282.0,108.0,85685.0,42,101,038800
383,"Census Tract 389, Philadelphia County, Pennsylvania",3634.0,210.0,2898.0,177.0,0.0,0.0,20.0,77.0,252.0,42057.0,42,101,038900
384,"Census Tract 390.01, Philadelphia County, Pennsylvania",3915.0,399.0,1661.0,0.0,39.0,0.0,0.0,141.0,1675.0,44853.0,42,101,039001
385,"Census Tract 390.02, Philadelphia County, Pennsylvania",4745.0,335.0,2294.0,13.0,17.0,0.0,0.0,0.0,2086.0,82866.0,42,101,039002
386,"Census Tract 391, Philadelphia County, Pennsylvania",3580.0,93.0,3327.0,0.0,25.0,0.0,0.0,47.0,88.0,27136.0,42,101,039100
387,"Census Tract 9800.01, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980001
388,"Census Tract 9800.02, Philadelphia County, Pennsylvania",50.0,15.0,24.0,0.0,0.0,0.0,0.0,4.0,7.0,-666666666.0,42,101,980002
389,"Census Tract 9800.03, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980003
390,"Census Tract 9801, Philadelphia County, Pennsylvania",45.0,33.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,-666666666.0,42,101,980100
391,"Census Tract 9802, Philadelphia County, Pennsylvania",396.0,297.0,66.0,0.0,1.0,0.0,0.0,0.0,32.0,155000.0,42,101,980200
392,"Census Tract 9803, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980300
393,"Census Tract 9804, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980400
394,"Census Tract 9805, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980500
395,"Census Tract 9806, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980600
396,"Census Tract 9807.01, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980701
397,"Census Tract 9807.02, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980702
398,"Census Tract 9808, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980800
399,"Census Tract 9809.01, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980901
400,"Census Tract 9809.02, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980902
401,"Census Tract 9809.03, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980903
402,"Census Tract 9809.04, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980904
403,"Census Tract 9809.05, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980905
404,"Census Tract 9809.06, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,980906
405,"Census Tract 9891, Philadelphia County, Pennsylvania",1631.0,224.0,1126.0,0.0,32.0,0.0,0.0,6.0,243.0,-666666666.0,42,101,989100
406,"Census Tract 9892, Philadelphia County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,989200
407,"Census Tract 9893, Philadelphia County, Pennsylvania",123.0,34.0,80.0,0.0,9.0,0.0,0.0,0.0,0.0,-666666666.0,42,101,989300
